Price,close,sma_s,sma_l,position,ret,strat_ret
Ticker,AAPL,,,,,
date,,,,,,
2015-03-31,27.720806121826172,28.013544273376464,27.475429077148437,1.0,-0.01535180592404628,-0.01535180592404628
2015-04-01,27.680706024169922,27.919529914855957,27.54652946472168,1.0,-0.0014465704020301118,-0.0014465704020301118
2015-04-02,27.919090270996094,27.870963668823244,27.61871395111084,1.0,0.008611927983990908,0.008611927983990908
2015-04-06,28.371335983276367,27.90326690673828,27.68729465484619,1.0,0.016198440131485636,0.016198440131485636
2015-04-07,28.07281494140625,27.876534271240235,27.747330780029298,1.0,-0.010521924030862717,-0.010521924030862717
2015-04-08,27.98146629333496,27.852251243591308,27.805007400512697,1.0,-0.003253989607453045,-0.003253989607453045
2015-04-09,28.195337295532227,27.92309684753418,27.8845365524292,1.0,0.00764330932322177,0.00764330932322177
2015-04-10,28.315631866455078,27.986812400817872,27.93908824920654,1.0,0.004266470362172647,0.004266470362172647
2015-04-13,28.259937286376953,28.06701316833496,27.97659309387207,1.0,-0.0019669199098504286,-0.0019669199098504286
2015-04-14,28.137413024902344,28.065453910827635,28.019369812011718,1.0,-0.0043356168923160965,-0.0043356168923160965
2015-04-15,28.24435043334961,28.11780834197998,28.057761192321777,1.0,0.0038005415903950013,0.0038005415903950013
2015-04-16,28.10844612121582,28.16058235168457,28.093345680236816,1.0,-0.004811734383996291,-0.004811734383996291
2015-04-17,27.792095184326172,28.147882843017577,28.11856449127197,1.0,-0.011254657604529483,-0.011254657604529483
2015-04-20,28.427034378051758,28.153452682495118,28.15269474029541,1.0,0.022846035518893526,0.022846035518893526
2015-04-21,28.273317337036133,28.173502922058105,28.188250923156737,1.0,-0.005407424459806021,-0.005407424459806021
2015-04-22,28.65426254272461,28.24078254699707,28.227906074523926,0.0,0.013473664980566902,-0.00025
2015-04-23,28.888181686401367,28.310066986083985,28.26199161529541,1.0,0.008163502492097852,0.007913502492097851
2015-04-24,29.024085998535156,28.380912399291994,28.286052207946778,1.0,0.0047044952018480135,0.0047044952018480135
2015-04-27,29.552080154418945,28.510126686096193,28.31363269805908,1.0,0.018191585978295288,0.018191585978295288
2015-04-28,29.086462020874023,28.60503158569336,28.32913833618164,1.0,-0.0157558497104745,-0.0157558497104745
2015-04-29,28.658723831176758,28.646468925476075,28.33274745941162,1.0,-0.014705748309653432,-0.014705748309653432
2015-04-30,27.881216049194336,28.623745918273926,28.31684085845947,1.0,-0.027129881517494514,-0.027129881517494514
2015-05-01,28.727779388427734,28.717314338684083,28.319068565368653,1.0,0.030363214349750756,0.030363214349750756
2015-05-04,28.672082901000977,28.741819190979005,28.315503997802736,1.0,-0.0019387675835882412,-0.0019387675835882412
2015-05-05,28.02602195739746,28.717089653015137,28.283423194885255,1.0,-0.022532752358251584,-0.022532752358251584
2015-05-06,27.85002326965332,28.636665725708006,28.251520805358886,1.0,-0.006279831222985477,-0.006279831222985477
2015-05-07,28.02228355407715,28.550075912475585,28.23812355041504,1.0,0.006185283321164414,0.006185283321164414
2015-05-08,28.55023956298828,28.5026912689209,28.228022842407228,1.0,0.018840577638588485,0.018840577638588485
2015-05-11,28.259422302246094,28.373425483703613,28.22083881378174,1.0,-0.010186158336800588,-0.010186158336800588
2015-05-12,28.15874671936035,28.280653953552246,28.2088342666626,1.0,-0.0035625492201848408,-0.0035625492201848408
2015-05-13,28.190074920654297,28.2337890625,28.196253356933592,1.0,0.001112556663340536,0.001112556663340536
2015-05-14,28.8477783203125,28.330445289611816,28.200480194091796,1.0,0.02333102701959544,0.02333102701959544
2015-05-15,28.80751609802246,28.33841896057129,28.21339214324951,1.0,-0.0013956784416111478,-0.0013956784416111478
2015-05-18,29.125192642211914,28.383729934692383,28.231811065673828,1.0,0.01102755763837826,0.01102755763837826
2015-05-19,29.09834098815918,28.490961837768555,28.247286949157715,1.0,-0.0009219391055226289,-0.0009219391055226289
2015-05-20,29.09610366821289,28.615569877624512,28.274436378479002,1.0,-7.688823040463699e-05,-7.688823040463699e-05
2015-05-21,29.393644332885742,28.75270595550537,28.3176509475708,1.0,0.010226134332821601,0.010226134332821601
2015-05-22,29.65091323852539,28.86277332305908,28.356163902282717,1.0,0.008752535164610942,0.008752535164610942
2015-05-26,28.9976749420166,28.936598587036134,28.385444030761718,1.0,-0.022030967183163774,-0.022030967183163774
2015-05-27,29.539051055908203,29.074629020690917,28.41949192047119,1.0,0.01866963868565774,0.01866963868565774
2015-05-28,29.480892181396484,29.203710746765136,28.44306427001953,1.0,-0.0019688809366842364,-0.0019688809366842364
2015-05-29,29.145320892333984,29.233465003967286,28.45355369567871,1.0,-0.011382670748148471,-0.011382670748148471
2015-06-01,29.20348358154297,29.273061752319336,28.469528312683106,1.0,0.0019956098415880863,0.0019956098415880863
2015-06-02,29.073732376098633,29.267915725708008,28.49003688812256,1.0,-0.0044430043793247664,-0.0044430043793247664
2015-06-03,29.109519958496094,29.2690336227417,28.505424461364747,1.0,0.0012309249440185521,0.0012309249440185521
2015-06-04,28.939502716064453,29.253373527526854,28.519728584289552,1.0,-0.005840606189110975,-0.005840606189110975
2015-06-05,28.780662536621094,29.192075347900392,28.545604209899903,1.0,-0.005488697611766069,-0.005488697611766069
2015-06-08,28.59052085876465,29.086036109924315,28.563845100402833,1.0,-0.006606577510663847,-0.006606577510663847
2015-06-09,28.505502700805664,29.03681888580322,28.584796562194825,1.0,-0.002973648447293753,-0.002973648447293753
2015-06-10,28.832120895385742,28.966125869750975,28.598378868103026,1.0,0.011458075235798226,0.011458075235798226
2015-06-11,28.76724624633789,28.894761276245116,28.619307670593262,1.0,-0.0022500824439257716,-0.0022500824439257716
2015-06-12,28.44957160949707,28.825186347961427,28.634684982299806,1.0,-0.011042928270593833,-0.011042928270593833
2015-06-15,28.393648147583008,28.74420280456543,28.644176139831544,1.0,-0.0019657048858828796,-0.0019657048858828796
2015-06-16,28.545772552490234,28.69140682220459,28.64766487121582,1.0,0.005357691414520582,0.005357691414520582
2015-06-17,28.478656768798828,28.628320503234864,28.655781707763673,1.0,-0.002351163681697299,-0.002351163681697299
2015-06-18,28.608407974243164,28.595211029052734,28.668320541381835,0.0,0.004556085860990766,-0.00025
2015-06-19,28.32205581665039,28.549350357055665,28.6708549118042,0.0,-0.01000937059659468,-0.0
2015-06-22,28.548006057739258,28.545098876953126,28.675502395629884,0.0,0.00797788983086578,0.0
2015-06-23,28.418258666992188,28.536374473571776,28.678668823242187,0.0,-0.004544884517841741,-0.0
2015-06-24,28.659860610961914,28.519148445129396,28.68911777496338,0.0,0.008501644903751604,0.0
2015-06-25,28.52339744567871,28.494763565063476,28.69469871520996,0.0,-0.004761473446629694,-0.0
2015-06-26,28.35561180114746,28.485367584228516,28.699642028808594,0.0,-0.005882386375984483,-0.0
2015-06-29,27.858978271484375,28.431900596618654,28.70097969055176,0.0,-0.0175144706150544,-0.0
2015-06-30,28.060317993164062,28.383355140686035,28.693645362854003,0.0,0.007227103582824856,0.0
2015-07-01,28.32205581665039,28.36769504547119,28.69462013244629,0.0,0.009327685578976341,0.0
2015-07-02,28.286266326904297,28.335480880737304,28.68726020812988,0.0,-0.001263661436789243,-0.0
2015-07-06,28.18783187866211,28.322058486938477,28.673253211975098,0.0,-0.003479937829354407,-0.0
2015-07-07,28.11847496032715,28.279105377197265,28.65514099121094,0.0,-0.0024605268909476674,-0.0
2015-07-08,27.420494079589844,28.17932891845703,28.612509269714355,0.0,-0.024822856919591074,-0.0
2015-07-09,26.861207962036133,27.999463653564455,28.568004188537596,0.0,-0.02039664624314741,-0.0
2015-07-10,27.579326629638672,27.90505657196045,28.546416244506837,0.0,0.026734414499060444,0.0
2015-07-13,28.11176872253418,27.880672264099122,28.551027297973633,0.0,0.019305840930985863,0.0
2015-07-14,28.1005859375,27.904833030700683,28.53848342895508,0.0,-0.00039779727645583574,-0.0
2015-07-15,28.37127113342285,27.935928344726562,28.532467193603516,0.0,0.009632724261511738,0.0
2015-07-16,28.749345779418945,27.97865734100342,28.546933670043945,0.0,0.013325967815051465,0.0
2015-07-17,28.9976749420166,28.049798202514648,28.56988670349121,0.0,0.008637732646265217,0.0
2015-07-20,29.545764923095703,28.18559150695801,28.60035633087158,0.0,0.018901169910175764,0.0
2015-07-21,29.25046730041504,28.298790740966798,28.614360885620115,0.0,-0.00999458377365725,-0.0
2015-07-22,28.01333999633789,28.3580753326416,28.609439239501953,0.0,-0.042294274869912774,-0.0
2015-07-23,27.99991226196289,28.471945762634277,28.606262550354003,0.0,-0.00047933357381713115,-0.0
2015-07-24,27.85226058959961,28.49923915863037,28.59950626373291,0.0,-0.005273290536837227,-0.0
2015-07-27,27.465238571166992,28.434586143493654,28.57185546875,0.0,-0.013895533441085739,-0.0
2015-07-28,27.60169219970703,28.384696769714356,28.547738990783692,0.0,0.004968230229876358,0.0
2015-07-29,27.51445960998535,28.299015617370607,28.51552433013916,0.0,-0.0031604073072956096,-0.0
2015-07-30,27.375757217407227,28.161656761169432,28.48107265472412,0.0,-0.005041072750263553,-0.0
2015-07-31,27.136383056640625,27.975527572631837,28.441878242492677,0.0,-0.008744019712974116,-0.0
2015-08-03,26.49656105041504,27.67060718536377,28.38393657684326,0.0,-0.023578013506446727,-0.0
2015-08-04,25.64645004272461,27.310205459594727,28.303847312927246,0.0,-0.03208382423941436,-0.0
2015-08-05,25.81647491455078,27.090518951416016,28.24022331237793,0.0,0.00662956750516841,0.0
2015-08-06,25.87264633178711,26.877792358398438,28.166895217895508,0.0,0.0021757973318297097,0.0
2015-08-07,25.960294723510742,26.68859577178955,28.096483268737792,0.0,0.003387685612041391,0.0
2015-08-10,26.90414810180664,26.632486724853514,28.051659812927245,0.0,0.03635757561107744,0.0
2015-08-11,25.504106521606445,26.42272815704346,27.977672271728515,0.0,-0.052038130882359424,-0.0
2015-08-12,25.897375106811523,26.261019706726074,27.914145126342774,0.0,0.015419814251164343,0.0
2015-08-13,25.87714958190918,26.11115894317627,27.849497718811037,0.0,-0.000780987448300241,-0.0
2015-08-14,26.059173583984375,26.003437995910645,27.791891136169433,0.0,0.007034159674311535,0.0
2015-08-17,26.328847885131836,25.986666679382324,27.74285484313965,0.0,0.010348536198906855,0.0
2015-08-18,26.180530548095703,26.040074729919432,27.69465503692627,0.0,-0.0056332634714293395,-0.0
2015-08-19,25.845691680908203,26.042996406555176,27.64145881652832,0.0,-0.012789613509641251,-0.0
2015-08-20,25.315340042114258,25.98726577758789,27.57112319946289,0.0,-0.020519924378178178,-0.0
2015-08-21,23.7669734954834,25.767933654785157,27.471117744445802,0.0,-0.06116317395124926,-0.0
2015-08-24,23.173696517944336,25.394888496398927,27.365600242614747,0.0,-0.024962243411084994,-0.0
2015-08-25,23.31302833557129,25.17578067779541,27.263987846374512,0.0,0.006012498589470283,0.0
2015-08-26,24.6501522064209,25.05105838775635,27.186075439453123,0.0,0.057355220077067726,0.0
2015-08-27,25.37601089477539,25.000944519042967,27.124022521972655,0.0,0.02944641811036841,0.0
2015-08-28,25.459156036376953,24.940942764282227,27.061037483215333,0.0,0.0032765252957343005,0.0
2015-08-31,25.340051651000977,24.84206314086914,27.001397399902345,0.0,-0.004678253482000572,-0.0
2015-09-01,24.207439422607422,24.644754028320314,26.914586067199707,0.0,-0.044696524063667975,-0.0
2015-09-02,25.24566650390625,24.584751510620116,26.85113422393799,0.0,0.0428887608959263,0.0
2015-09-03,24.80296516418457,24.53351402282715,26.773996315002442,0.0,-0.017535735871864633,-0.0
2015-09-04,24.555761337280273,24.612392807006835,26.694643592834474,0.0,-0.009966704596322207,-0.0
2015-09-08,25.238929748535156,24.81891613006592,26.632309951782226,0.0,0.027821104867056468,0.0
2015-09-09,24.753520965576172,24.962965393066405,26.57020080566406,0.0,-0.01923254225893456,-0.0
2015-09-10,25.297351837158203,25.027685356140136,26.514941482543946,0.0,0.02196983905191985,0.0
2015-09-11,25.665903091430664,25.056674575805665,26.46181842803955,0.0,0.01456876817165953,0.0
2015-09-14,25.91310691833496,25.102069664001466,26.414355239868165,0.0,0.009631604468530508,0.0
2015-09-15,26.131086349487305,25.1811731338501,26.373220329284667,0.0,0.008411937319569684,0.0
2015-09-16,26.160301208496094,25.376459312438964,26.334056854248047,0.0,0.001118011651642048,0.0
2015-09-17,25.600740432739258,25.411966705322264,26.297661781311035,0.0,-0.021389691628439955,-0.0
2015-09-18,25.495115280151367,25.481181716918947,26.27033992767334,0.0,-0.004125863189988532,-0.0
2015-09-21,25.89063262939453,25.61466884613037,26.236566047668457,0.0,0.015513456005083581,0.0
2015-09-22,25.48387908935547,25.639163780212403,26.184008255004883,0.0,-0.015710451956174376,-0.0
2015-09-23,25.690628051757812,25.732874488830568,26.13580909729004,0.0,0.00811293138212621,0.0
2015-09-24,25.84343719482422,25.78748302459717,26.085252418518067,0.0,0.005948050112225767,0.0
2015-09-25,25.778274536132812,25.798720169067384,26.025830993652345,0.0,-0.0025214393193974116,-0.0
2015-09-28,25.268146514892578,25.734224128723145,25.951240425109862,0.0,-0.01978906774870448,-0.0
2015-09-29,24.508563995361328,25.571971893310547,25.850496406555177,0.0,-0.030060872058168764,-0.0
2015-09-30,24.787233352661133,25.43466510772705,25.761231727600098,0.0,0.011370284989057122,0.0
2015-10-01,24.625431060791016,25.337134170532227,25.69347354888916,0.0,-0.00652764629146263,-0.0
2015-10-02,24.805206298828125,25.268143272399904,25.629579429626464,0.0,0.007300389487327585,0.0
2015-10-05,24.895097732543945,25.168589782714843,25.57043617248535,0.0,0.00362389381619721,0.0
2015-10-06,25.01420783996582,25.12162265777588,25.521415557861328,0.0,0.00478448041062185,0.0
2015-10-07,24.895097732543945,25.04206962585449,25.467283668518068,0.0,-0.0047616981590585805,-0.0
2015-10-08,24.607444763183594,24.91847038269043,25.409143371582033,0.0,-0.011554602936317049,-0.0
2015-10-09,25.19622802734375,24.860265731811523,25.36555278778076,0.0,0.023927037928012096,0.0
2015-10-12,25.079378128051758,24.84138889312744,25.324412689208984,0.0,-0.004637594927509925,-0.0
2015-10-13,25.1220760345459,24.9027400970459,25.296922988891602,0.0,0.0017025105756662828,0.0
2015-10-14,24.767005920410156,24.900717353820802,25.27933410644531,0.0,-0.014133788690372517,-0.0
2015-10-15,25.137800216674805,24.95195426940918,25.265760612487792,0.0,0.014971300828861223,0.0
2015-10-16,24.953527450561523,24.96678638458252,25.24737823486328,0.0,-0.007330504838328977,-0.0
2015-10-19,25.10858726501465,24.98813533782959,25.23034408569336,0.0,0.00621394369033923,0.0
2015-10-20,25.567018508911133,25.04341640472412,25.20360149383545,0.0,0.018257946536691216,0.0
2015-10-21,25.564777374267578,25.110384368896483,25.204814910888672,0.0,-8.765725431669757e-05,-0.0
2015-10-22,25.955801010131836,25.24521999359131,25.20598342895508,0.0,0.01529540547682795,0.0
2015-10-23,26.760316848754883,25.40162887573242,25.223646774291993,1.0,0.030995608199839486,0.030745608199839486
2015-10-26,25.906362533569336,25.48432731628418,25.220590553283692,1.0,-0.03191121839146982,-0.03191121839146982
2015-10-27,25.742311477661133,25.5463508605957,25.208859825134276,1.0,-0.0063324619847972,-0.0063324619847972
2015-10-28,26.80301856994629,25.749952125549317,25.22130958557129,1.0,0.04120481151063782,0.04120481151063782
2015-10-29,27.086170196533203,25.944789123535156,25.24611915588379,1.0,0.010564169324734474,0.010564169324734474
2015-10-30,26.854703903198242,26.134906768798828,25.27690643310547,1.0,-0.00854555264385759,-0.00854555264385759
2015-11-02,27.232248306274414,26.347272872924805,25.34621192932129,1.0,0.014058781077500804,0.014058781077500804
2015-11-03,27.54461097717285,26.545032119750978,25.433630218505858,1.0,0.011470322515620968,0.011470322515620968
2015-11-04,27.416521072387695,26.73020648956299,25.515700073242186,1.0,-0.004650270969203674,-0.004650270969203674
2015-11-05,27.29013442993164,26.86363983154297,25.568499717712402,1.0,-0.004609871621653161,-0.004609871621653161
2015-11-06,27.32172966003418,26.919781112670897,25.607414093017578,1.0,0.0011577528202970644,0.0011577528202970644
2015-11-09,27.211145401000977,27.050259399414063,25.642453880310057,1.0,-0.0040474838309729755,-0.0040474838309729755
2015-11-10,26.353527069091797,27.111380958557127,25.662723388671875,1.0,-0.03151717133809562,-0.03151717133809562
2015-11-11,26.204578399658203,27.05153694152832,25.70266616821289,1.0,-0.0056519443884338605,-0.0056519443884338605
2015-11-12,26.116559982299805,26.95457592010498,25.72008403778076,1.0,-0.0033588946181841717,-0.0033588946181841717
2015-11-13,25.353731155395508,26.804478645324707,25.73109935760498,1.0,-0.029208625769293284,-0.029208625769293284
2015-11-16,25.768999099731445,26.65815372467041,25.755364112854004,1.0,0.016378967726316862,0.016378967726316862
2015-11-17,25.65841293334961,26.469533920288086,25.763753776550292,1.0,-0.0042914420522832675,-0.0042914420522832675
2015-11-18,26.47089195251465,26.374971008300783,25.798101196289064,1.0,0.03166520942957529,0.03166520942957529
2015-11-19,26.80716323852539,26.326673889160155,25.828297424316407,1.0,0.01270343615976266,0.01270343615976266
2015-11-20,26.92452049255371,26.28695297241211,25.85346977233887,1.0,0.004377831887100392,0.004377831887100392
2015-11-23,26.574703216552734,26.223308753967284,25.866701698303224,1.0,-0.012992516472028592,-0.012992516472028592
2015-11-24,26.829736709594727,26.270929718017577,25.88067470550537,1.0,0.009596851974743359,0.009596851974743359
2015-11-25,26.637889862060547,26.31426086425781,25.89022647857666,1.0,-0.0071505303839068945,-0.0071505303839068945
2015-11-27,26.588247299194336,26.361429595947264,25.909976615905762,1.0,-0.0018636071822233369,-0.0018636071822233369
2015-11-30,26.698833465576172,26.495939826965333,25.93405097961426,1.0,0.004159212344365004,0.004159212344365004
2015-12-01,26.4821720123291,26.567257118225097,25.94588176727295,1.0,-0.008115015718811125,-0.008115015718811125
2015-12-02,26.242942810058594,26.625710105895998,25.961063041687012,1.0,-0.009033594455890248,-0.009033594455890248
2015-12-03,25.99919891357422,26.578540802001953,25.96723445892334,1.0,-0.009287978800569197,-0.009287978800569197
2015-12-04,26.863582611083984,26.584182739257812,25.987637367248535,1.0,0.03324655118733166,0.03324655118733166
2015-12-07,26.694316864013672,26.561162376403807,26.005958213806153,1.0,-0.006300937202637802,-0.006300937202637802
2015-12-08,26.683042526245117,26.57199630737305,26.034256134033203,1.0,-0.0004223497393092135,-0.0004223497393092135
2015-12-09,26.093992233276367,26.49842185974121,26.065964698791504,1.0,-0.022075829335780117,-0.022075829335780117
2015-12-10,26.218120574951172,26.456444931030273,26.094582443237304,1.0,0.004756970131864602,0.004756970131864602
2015-12-11,25.54331398010254,26.351951599121094,26.112940101623536,1.0,-0.025738175736873536,-0.025738175736873536
2015-12-14,25.385330200195312,26.220601272583007,26.12454257965088,1.0,-0.006184936693425569,-0.006184936693425569
2015-12-15,24.936208724975586,26.066004943847656,26.12536479949951,1.0,-0.017692165974515173,-0.017692165974515173
2015-12-16,25.128042221069336,25.95451488494873,26.127641487121583,0.0,0.007692969617374645,-0.00025
2015-12-17,24.59542465209961,25.81413745880127,26.121648025512695,0.0,-0.021196142711155552,-0.0
2015-12-18,23.929645538330078,25.520743751525877,26.108092041015624,0.0,-0.027069226215319486,-0.0
2015-12-21,24.22304344177246,25.27361640930176,26.088628349304198,0.0,0.012260854552668787,0.0
2015-12-22,24.20047378540039,25.025359535217284,26.071050262451173,0.0,-0.0009317432149400506,-0.0
2015-12-23,24.511920928955078,24.867152404785156,26.058847160339354,0.0,0.012869464718602952,0.0
2015-12-24,24.38102149963379,24.683442497253417,26.051127471923827,0.0,-0.0053402354593377055,-0.0
2015-12-28,24.107938766479492,24.539904975891112,26.030530242919923,0.0,-0.011200627223859283,-0.0
2015-12-29,24.541261672973633,24.455498123168944,26.022284927368165,0.0,0.01797428269133694,0.0
2015-12-30,24.220781326293945,24.38395538330078,26.00452880859375,0.0,-0.013058837436732973,-0.0
2015-12-31,23.755861282348633,24.24673728942871,25.9683056640625,0.0,-0.01919508861758301,-0.0
2016-01-04,23.776180267333984,24.16481285095215,25.93253372192383,0.0,0.0008553251235074999,0.0
2016-01-05,23.180362701416016,24.089884567260743,25.877024955749512,0.0,-0.025059431717741498,-0.0
2016-01-06,22.72673225402832,23.940253448486327,25.796353263854982,0.0,-0.019569600926045205,-0.0
2016-01-07,21.767562866210938,23.696962356567383,25.713577270507812,0.0,-0.042204456720669525,-0.0
2016-01-08,21.88265609741211,23.434035873413087,25.636384162902832,0.0,0.0052873733227998265,0.0
2016-01-11,22.236988067626953,23.2196325302124,25.545063552856444,0.0,0.01619236570905791,0.0
2016-01-12,22.559722900390625,23.064810943603515,25.454534606933592,0.0,0.01451342384059262,0.0
2016-01-13,21.979703903198242,22.808655166625975,25.357034606933595,0.0,-0.025710377727305334,-0.0
2016-01-14,22.460424423217773,22.63261947631836,25.26159812927246,0.0,0.02187110991743535,0.0
2016-01-15,21.9210205078125,22.449135398864748,25.149126319885255,0.0,-0.02401574900105985,-0.0
2016-01-19,21.81495475769043,22.25301284790039,25.03709499359131,0.0,-0.00483854070955636,-0.0
2016-01-20,21.84429931640625,22.119406509399415,24.9281782913208,0.0,0.001345157899329319,0.0
2016-01-21,21.73370933532715,22.020104217529298,24.81641788482666,0.0,-0.005062647214142624,-0.0
2016-01-22,22.88922691345215,22.13227062225342,24.729979515075684,0.0,0.053167066895790205,0.0
2016-01-25,22.442367553710938,22.1882417678833,24.651756324768066,0.0,-0.019522693423891457,-0.0
2016-01-26,22.566497802734375,22.22119274139404,24.57899471282959,0.0,0.005531067465424977,0.0
2016-01-27,21.083723068237305,22.073592758178712,24.47833797454834,0.0,-0.06570690531861811,-0.0
2016-01-28,21.23493766784668,21.999116134643554,24.395962104797363,0.0,0.00717210139404556,0.0
2016-01-29,21.968420028686523,21.94991569519043,24.319950523376466,0.0,0.03454130039432424,0.0
2016-02-01,21.763051986694336,21.934118843078615,24.24204330444336,0.0,-0.009348330090375945,-0.0
2016-02-02,21.32295799255371,21.88491916656494,24.13908462524414,0.0,-0.02022207153710298,-0.0
2016-02-03,21.744991302490234,21.87498836517334,24.037841186523437,0.0,0.019792437338379765,0.0
2016-02-04,21.919710159301758,21.8935884475708,23.937744979858397,0.0,0.00803490120465189,0.0
2016-02-05,21.33428382873535,21.738094139099122,23.83293659210205,0.0,-0.026707758739135334,-0.0
2016-02-08,21.55892562866211,21.649749946594238,23.727520370483397,0.0,0.010529615230120193,0.0
2016-02-09,21.55438995361328,21.54853916168213,23.625850372314453,0.0,-0.0002103850222850978,-0.0
2016-02-10,21.391008377075195,21.579267692565917,23.52190559387207,0.0,-0.007579967556015088,-0.0
2016-02-11,21.26166534423828,21.58194046020508,23.413162231445312,0.0,-0.0060466075538323505,-0.0
